dataset_title,id,image_filename,organ,disease_state,oncotree_code,species,patient,st_technology,data_publication_date,license,study_link,download_page_link1,inter_spot_dist,spot_diameter,spots_under_tissue,preservation_method,nb_genes,treatment_comment,pixel_size_um_embedded,pixel_size_um_estimated,magnification,fullres_px_width,fullres_px_height,tissue,disease_comment,subseries,hest_version_added
"A new epithelial cell subpopulation predicts response to surgery, chemotherapy, and immunotherapy in bladder cancer",NCBI600,NCBI600.tif,Bladder,Cancer,BLCA,Homo sapiens,Patient 4,Visium,4-Jun-21,,,                                            ,100,55,832,,33538,,,0.48762359680930956,40x,17170,16208,Bladder,,MIBC_B371,v1_0_0
Integration of spatial and single cell transcriptomics localizes epithelial-immune cross-talk in kidney injury,NCBI599,NCBI599.tif,Kidney,Healthy,,Homo sapiens,,Visium,1-Jun-21,,,                                            ,100,55,3007,,33538,,0.35277777777777775,0.7571917931280607,20x,10470,11293,Kidney,,Human Nephrectomy,v1_0_0
Integration of spatial and single cell transcriptomics localizes epithelial-immune cross-talk in kidney injury,NCBI598,NCBI598.tif,Kidney,Healthy,,Mus musculus,,Visium,1-Jun-21,,,                                            ,100,55,1835,,31053,,0.35277777777777775,0.7573943282286545,20x,10468,11297,Kidney,,Sham Model,v1_0_0
Integration of spatial and single cell transcriptomics localizes epithelial-immune cross-talk in kidney injury,NCBI597,NCBI597.tif,Kidney,Diseased,,Mus musculus,,Visium,1-Jun-21,,,                                            ,100,55,2064,,31053,,0.35277777777777775,0.7571999123895248,20x,10472,11298,Kidney,Ischemia Reperfuion Injury,Ischemia Reperfusion Injury Model,v1_0_0
Integration of spatial and single cell transcriptomics localizes epithelial-immune cross-talk in kidney injury,NCBI596,NCBI596.tif,Kidney,Diseased,,Mus musculus,,Visium,1-Jun-21,,,                                            ,100,55,1888,,31053,,0.35277777777777775,0.7575703227760174,20x,10468,11297,Kidney,Cecal Ligarion Puncture,Cecal Ligation Puncture Model,v1_0_0
GENE EXPRESSION WITHIN A HUMAN CHOROIDAL NEOVASCULAR MEMBRANE USING SPATIAL TRANSCRIPTOMICS,NCBI595,NCBI595.tif,Eye,Healthy,,Homo sapiens,,Visium,7-Aug-23,CC BY-NC-ND 4.0 DEED,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10312719/,                                            ,100,55,1303,Fresh Frozen,36601,,0.2645833333333333,0.4644324336589096,40x,17467,16616,Spanning retina/Choroid/Sclera,,Control_A1,v1_0_0
GENE EXPRESSION WITHIN A HUMAN CHOROIDAL NEOVASCULAR MEMBRANE USING SPATIAL TRANSCRIPTOMICS,NCBI594,NCBI594.tif,Eye,Healthy,,Homo sapiens,,Visium,7-Aug-23,CC BY-NC-ND 4.0 DEED,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10312719/,                                            ,100,55,1307,Fresh Frozen,36601,,0.2645833333333333,0.46296209960574064,40x,17470,16619,Spanning retina/Choroid/Sclera,,Control_D1,v1_0_0
GENE EXPRESSION WITHIN A HUMAN CHOROIDAL NEOVASCULAR MEMBRANE USING SPATIAL TRANSCRIPTOMICS,NCBI593,NCBI593.tif,Eye,Diseased,,Homo sapiens,,Visium,7-Aug-23,CC BY-NC-ND 4.0 DEED,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10312719/,                                            ,100,55,724,Fresh Frozen,36601,,0.2645833333333333,0.4644646352539942,40x,17470,17592,Spanning retina/Choroid/Sclera,MNV,CNV_A1,v1_0_0
GENE EXPRESSION WITHIN A HUMAN CHOROIDAL NEOVASCULAR MEMBRANE USING SPATIAL TRANSCRIPTOMICS,NCBI592,NCBI592.tif,Eye,Diseased,,Homo sapiens,,Visium,7-Aug-23,CC BY-NC-ND 4.0 DEED,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10312719/,                                            ,100,55,721,Fresh Frozen,36601,,0.2645833333333333,0.46490690086027725,40x,17455,16620,Spanning retina/Choroid/Sclera,MNV,CNV_B1,v1_0_0
GENE EXPRESSION WITHIN A HUMAN CHOROIDAL NEOVASCULAR MEMBRANE USING SPATIAL TRANSCRIPTOMICS,NCBI591,NCBI591.tif,Eye,Diseased,,Homo sapiens,,Visium,7-Aug-23,CC BY-NC-ND 4.0 DEED,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10312719/,                                            ,100,55,663,Fresh Frozen,36601,,0.2645833333333333,0.46284559362836425,40x,17470,17593,Spanning retina/Choroid/Sclera,MNV,CNV_C1,v1_0_0
SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,NCBI576,NCBI576.tif,Uterus,Healthy,,Homo sapiens,,Visium,5-Jul-23,,https://pubmed.ncbi.nlm.nih.gov/37423216/,                                            ,100,55,470,Fresh Frozen,36612,,,0.9124356954661316,20x,9722,9371,Placenta,,NC1b,v1_0_0
SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,NCBI575,NCBI575.tif,Uterus,Healthy,,Homo sapiens,,Visium,5-Jul-23,,https://pubmed.ncbi.nlm.nih.gov/37423216/,                                            ,100,55,967,Fresh Frozen,36612,,,0.9100631897063803,20x,9534,9524,Placenta,,NC1c,v1_0_0
SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,NCBI574,NCBI574.tif,Uterus,Diseased,,Homo sapiens,,Visium,5-Jul-23,,https://pubmed.ncbi.nlm.nih.gov/37423216/,                                            ,100,55,1505,Fresh Frozen,36612,,,0.9111705123126116,20x,9396,9399,Placenta,SARS-CoV-2 Asymptomatic,ND1,v1_0_0
SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,NCBI573,NCBI573.tif,Uterus,Diseased,,Homo sapiens,,Visium,5-Jul-23,,https://pubmed.ncbi.nlm.nih.gov/37423216/,                                            ,100,55,1547,Fresh Frozen,36612,,,0.9108850928376991,20x,9438,9324,Placenta,SARS-CoV-2 Asymptomatic,SP1,v1_0_0
SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,NCBI821,NCBI821.tif,Uterus,Diseased,,Homo sapiens,,Visium,5-Jul-23,,https://pubmed.ncbi.nlm.nih.gov/37423216/,                                            ,100,55,1375,Fresh Frozen,36612,,,0.9102400040008986,20x,9665,9502,Placenta,SARS-CoV-2 Asymptomatic,SP2,v1_0_0
SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,NCBI820,NCBI820.tif,Uterus,Diseased,,Homo sapiens,,Visium,5-Jul-23,,https://pubmed.ncbi.nlm.nih.gov/37423216/,                                            ,100,55,1561,Fresh Frozen,36612,,,0.9096744862875408,20x,9828,9508,Placenta,SARS-CoV-2 Asymptomatic,SP3,v1_0_0
SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,NCBI819,NCBI819.tif,Uterus,Diseased,,Homo sapiens,,Visium,5-Jul-23,,https://pubmed.ncbi.nlm.nih.gov/37423216/,                                            ,100,55,918,Fresh Frozen,36612,,,0.9090105380408071,20x,9630,9531,Placenta,SARS-CoV-2 Symptomatic,SP4,v1_0_0
SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,NCBI818,NCBI818.tif,Uterus,Diseased,,Homo sapiens,,Visium,5-Jul-23,,https://pubmed.ncbi.nlm.nih.gov/37423216/,                                            ,100,55,515,Fresh Frozen,36612,,,0.9070560454191205,20x,9810,9148,Placenta,SARS-CoV-2 Symptomatic,ND2,v1_0_0
SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,NCBI817,NCBI817.tif,Uterus,Diseased,,Homo sapiens,,Visium,5-Jul-23,,https://pubmed.ncbi.nlm.nih.gov/37423216/,                                            ,100,55,341,Fresh Frozen,36612,,,0.9099068522055026,20x,9839,9460,Placenta,SARS-CoV-2 Symptomatic,ND3,v1_0_0
SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,NCBI816,NCBI816.tif,Uterus,Diseased,,Homo sapiens,,Visium,5-Jul-23,,https://pubmed.ncbi.nlm.nih.gov/37423216/,                                            ,100,55,669,Fresh Frozen,36612,,,0.9096504904227154,20x,10030,9475,Placenta,SARS-CoV-2 Symptomatic,SP5,v1_0_0
SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,NCBI815,NCBI815.tif,Uterus,Diseased,,Homo sapiens,,Visium,5-Jul-23,,https://pubmed.ncbi.nlm.nih.gov/37423216/,                                            ,100,55,369,Fresh Frozen,36612,,,0.9109155401823142,20x,9564,9238,Placenta,SARS-CoV-2 IUFD,HP1a,v1_0_0
SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,NCBI814,NCBI814.tif,Uterus,Diseased,,Homo sapiens,,Visium,5-Jul-23,,https://pubmed.ncbi.nlm.nih.gov/37423216/,                                            ,100,55,1323,Fresh Frozen,36612,,,0.9121769067476351,20x,9596,9235,Placenta,SARS-CoV-2 IUFD,HP1b,v1_0_0
SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,NCBI813,NCBI813.tif,Uterus,Healthy,,Homo sapiens,,Visium,5-Jul-23,,https://pubmed.ncbi.nlm.nih.gov/37423216/,                                            ,100,55,2027,Fresh Frozen,36612,,,0.9130289033944824,20x,9509,9235,Placenta,,NC2,v1_0_0
SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,NCBI812,NCBI812.tif,Uterus,Healthy,,Homo sapiens,,Visium,5-Jul-23,,https://pubmed.ncbi.nlm.nih.gov/37423216/,                                            ,100,55,2605,Fresh Frozen,36612,,,0.9094331161739906,20x,9760,9531,Placenta,,NC3,v1_0_0
SARS-CoV-2 Niches in Human Placenta Revealed by Spatial Transcriptomics,NCBI811,NCBI811.tif,Uterus,Healthy,,Homo sapiens,,Visium,5-Jul-23,,https://pubmed.ncbi.nlm.nih.gov/37423216/,                                            ,100,55,1894,Fresh Frozen,36612,,,0.9099929163054455,20x,9311,9483,Placenta,,NC4,v1_0_0
Schwann Cells Shape Tumor Cells and Cancer-Associated Fibroblasts in the Pancreatic Ductal Adenocarcinoma Microenvironment [ST],NCBI572,NCBI572.tif,Pancreas,Cancer,PAAD,Homo sapiens,,Visium,30-May-23,,https://www.nature.com/articles/s41467-023-40314-w,                                            ,100,55,3794,Fresh Frozen,20615,,0.000548714,0.5465348837901494,20x,14592,14848,Pancreas,,ST_PDAC-1,v1_0_0
Schwann Cells Shape Tumor Cells and Cancer-Associated Fibroblasts in the Pancreatic Ductal Adenocarcinoma Microenvironment [ST],NCBI571,NCBI571.tif,Pancreas,Cancer,PAAD,Homo sapiens,,Visium,30-May-23,,https://www.nature.com/articles/s41467-023-40314-w,                                            ,100,55,2498,Fresh Frozen,20615,,0.000548714,0.5467789433139628,20x,14592,14592,Pancreas,,ST_PDAC-2,v1_0_0
Schwann Cells Shape Tumor Cells and Cancer-Associated Fibroblasts in the Pancreatic Ductal Adenocarcinoma Microenvironment [ST],NCBI570,NCBI570.tif,Pancreas,Cancer,PAAD,Homo sapiens,,Visium,30-May-23,,https://www.nature.com/articles/s41467-023-40314-w,                                            ,100,55,3216,Fresh Frozen,20615,,0.000548714,0.5461635945653088,20x,14592,14336,Pancreas,,ST_PDAC-3,v1_0_0
Schwann Cells Shape Tumor Cells and Cancer-Associated Fibroblasts in the Pancreatic Ductal Adenocarcinoma Microenvironment [ST],NCBI569,NCBI569.tif,Pancreas,Cancer,PAAD,Homo sapiens,,Visium,30-May-23,,https://www.nature.com/articles/s41467-023-40314-w,                                            ,100,55,3493,Fresh Frozen,20615,,0.000548714,0.5467789433139574,20x,14336,14592,Pancreas,,ST_PDAC-4,v1_0_0
A Spatial Transcriptomic atlas of the human kidney papilla identifies significant immune injury in patients with stone disease,NCBI568,NCBI568.tif,Kidney,Healthy,,Homo sapiens,,Visium,4-May-23,,https://www.nature.com/articles/s41467-023-38975-8,                                            ,100,55,2438,Fresh Frozen,36601,,0.35277777777777775,0.7587174796710662,20x,10472,11299,Kidney,,20-0034,v1_0_0
A Spatial Transcriptomic atlas of the human kidney papilla identifies significant immune injury in patients with stone disease,NCBI567,NCBI567.tif,Kidney,Diseased,,Homo sapiens,,Visium,4-May-23,,https://www.nature.com/articles/s41467-023-38975-8,                                            ,100,55,817,Fresh Frozen,36601,,0.35277777777777775,0.7567549878647692,20x,10479,11298,Kidney,Calcium Oxalate,KRP428,v1_0_0
A Spatial Transcriptomic atlas of the human kidney papilla identifies significant immune injury in patients with stone disease,NCBI566,NCBI566.tif,Kidney,Diseased,,Homo sapiens,,Visium,4-May-23,,https://www.nature.com/articles/s41467-023-38975-8,                                            ,100,55,939,Fresh Frozen,36601,,0.35277777777777775,0.7578394796814782,20x,10473,11291,Kidney,Calcium Oxalate,KRP449,v1_0_0
A Spatial Transcriptomic atlas of the human kidney papilla identifies significant immune injury in patients with stone disease,NCBI565,NCBI565.tif,Kidney,Diseased,,Homo sapiens,,Visium,4-May-23,,https://www.nature.com/articles/s41467-023-38975-8,                                            ,100,55,1085,Fresh Frozen,36601,,0.35277777777777775,0.7578850628474213,20x,10473,11299,Kidney,Calcium Oxalate,KRP429,v1_0_0
A Spatial Transcriptomic atlas of the human kidney papilla identifies significant immune injury in patients with stone disease,NCBI564,NCBI564.tif,Kidney,Diseased,,Homo sapiens,,Visium,4-May-23,,https://www.nature.com/articles/s41467-023-38975-8,                                            ,100,55,262,Fresh Frozen,36601,,0.35277777777777775,0.7583925271268394,20x,11298,10477,Kidney,Calcium Oxalate,KRP446 (M) - KRP462 (F) - KRP475 (F),v1_0_0
A Spatial Transcriptomic atlas of the human kidney papilla identifies significant immune injury in patients with stone disease,NCBI563,NCBI563.tif,Kidney,Diseased,,Homo sapiens,,Visium,4-May-23,,https://www.nature.com/articles/s41467-023-38975-8,                                            ,100,55,1376,Fresh Frozen,36601,,0.35277777777777775,0.7583546809600881,20x,11299,10476,Kidney,Calcium Oxalate,F59 - F63,v1_0_0
A Spatial Transcriptomic atlas of the human kidney papilla identifies significant immune injury in patients with stone disease,NCBI562,NCBI562.tif,Kidney,Diseased,,Homo sapiens,,Visium,4-May-23,,https://www.nature.com/articles/s41467-023-38975-8,                                            ,100,55,2468,Fresh Frozen,36601,,0.35277777777777775,0.7594912370132347,20x,11301,10476,Kidney,Calcium Oxalate,M50,v1_0_0
Single-nucleus Ribonucleic Acid-sequencing and Spatial Transcriptomics Reveal the Cardioprotection of Shexiang Baoxin Pill (MUSKARDIA) in Mice with Myocardial Ischemia-Reperfusion Injury,NCBI543,NCBI543.tif,Heart,Treated,,Mus musculus,,Visium,,CC BY,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10203427/,                                            ,100,55,1962,Fresh Frozen,32285,"Gavage with vehicle for 7 days before operation, needles only, no ligation.",0.5487143063332686,0.5467861426612686,20x,14592,14336,Heart,,MUSKARDIA,v1_0_0
Single-nucleus Ribonucleic Acid-sequencing and Spatial Transcriptomics Reveal the Cardioprotection of Shexiang Baoxin Pill (MUSKARDIA) in Mice with Myocardial Ischemia-Reperfusion Injury,NCBI542,NCBI542.tif,Heart,Treated,,Mus musculus,,Visium,,CC BY,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10203427/,                                            ,100,55,2237,Fresh Frozen,32285,"Gavage with MUSKARDIA solution for 7 days before operation, LAD ligation for 30 minutes, followed by recanalization for 24 hours.",0.5487143063332686,0.5467788756761415,20x,14592,14592,Heart,,Sham,v1_0_0
Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues,NCBI540,NCBI540.tif,Kidney,Treated,,Homo sapiens,,Visium,15-Oct-21,CC BY,https://pubmed.ncbi.nlm.nih.gov/36776149/,                                            ,100,55,413,PFA,33538,"Human embryonic stem cells were grown on vitronectin coated plates (1001-015, Life Technologies) and incubated with 0.5mM EDTA (Merck) at 37oC for 3 minutes for disaggregation. 100,000 cells/well were plated on a 24 multi-well plate coated with 5 μl/ml vitronectin and further incubated with supplemented Essential 8 Basal medium at 37oC overnight. The day after (day 0), cells were treated for 3 subsequent days in Advanced RPMI 1640 basal medium (ThermoFisher) supplemented with 8 μM CHIR (Merck) and 1% Penicillin-Streptomycin and 1% of GlutaMAX TM (ThermoFisher). The medium was changed every day. From day 3 to 4, media were changed to Advanced RPMI supplemented with 200ng/ml FGF9 (Peprotech), 1 μg/ml heparin (Merck) and 10ng/ml activin A (Vitro). On day 4, cultures were rinsed twice with PBS, and resuspended in Advanced RPMI supplemented with 5 μM CHIR, 200ng/ml FGF9 and 1 μg/ml Heparin. Cellular suspensions were seeded in V-shape 96 multi-well plate at a final concentration of 100,000 cells/well and centrifugated at 2000 rpm for 3 minutes. The resulting spheroids were incubated during 1h at 37°C. Culture media was replaced by Advanced RPMI supplemented with 200ng/ml FGF9 and 1 μg/ml Heparin for 7 additional days, the media was changed every second day. From day 11 to 16, developing organoids were incubated only in the presence of Advanced RPMI, the media was every second day.",,0.1737105903140622,40x,48640,47104,Kidney,,PFA fixed kidney_organoid_1,v1_0_0
Genome-wide Spatial Expression Profiling in Formalin-fixed Tissues,NCBI539,NCBI539.tif,Kidney,Treated,,Homo sapiens,,Visium,15-Oct-21,CC BY,https://pubmed.ncbi.nlm.nih.gov/36776149/,                                            ,100,55,475,PFA,33538,"Human embryonic stem cells were grown on vitronectin coated plates (1001-015, Life Technologies) and incubated with 0.5mM EDTA (Merck) at 37oC for 3 minutes for disaggregation. 100,000 cells/well were plated on a 24 multi-well plate coated with 5 μl/ml vitronectin and further incubated with supplemented Essential 8 Basal medium at 37oC overnight. The day after (day 0), cells were treated for 3 subsequent days in Advanced RPMI 1640 basal medium (ThermoFisher) supplemented with 8 μM CHIR (Merck) and 1% Penicillin-Streptomycin and 1% of GlutaMAX TM (ThermoFisher). The medium was changed every day. From day 3 to 4, media were changed to Advanced RPMI supplemented with 200ng/ml FGF9 (Peprotech), 1 μg/ml heparin (Merck) and 10ng/ml activin A (Vitro). On day 4, cultures were rinsed twice with PBS, and resuspended in Advanced RPMI supplemented with 5 μM CHIR, 200ng/ml FGF9 and 1 μg/ml Heparin. Cellular suspensions were seeded in V-shape 96 multi-well plate at a final concentration of 100,000 cells/well and centrifugated at 2000 rpm for 3 minutes. The resulting spheroids were incubated during 1h at 37°C. Culture media was replaced by Advanced RPMI supplemented with 200ng/ml FGF9 and 1 μg/ml Heparin for 7 additional days, the media was changed every second day. From day 11 to 16, developing organoids were incubated only in the presence of Advanced RPMI, the media was every second day.",,0.17355000357728043,40x,48640,47104,Kidney,,PFA fixed kidney_organoid_2,v1_0_0
